-0.04832998	0.050930656	0.11190038	0.064623125	-0.077394545	0.006466865	0.08247755	0.005055273	-0.06242006	0.01827165	0.0010820822	0.0071729287	-0.027100425	-0.021803763	-0.011976934	0.082204945
-0.023131087	-0.012784842	0.13228133	0.040385816	-0.049803674	0.06343442	0.11694998	-0.014619245	-0.0035289945	-0.02416263	-0.06420654	0.003317329	-0.014353733	-0.016501082	0.028479341	0.0709523
0.007409284	0.006456057	0.07893636	0.057185456	-0.009721065	0.07749259	0.09570839	-0.121251196	0.019815486	0.007208205	-0.04686468	0.093930945	-0.027263092	-0.06716825	0.02872617	0.087413535
-0.014636235	0.010389351	0.042206537	0.046514504	-0.108216144	-0.05455887	0.12548953	-0.0021589412	0.019497346	-0.05266212	-0.0074500726	0.05384834	-0.052539106	0.020727487	0.048309986	0.06706938
0.090136215	-0.025856191	0.0382855	0.08034519	-0.08820716	0.027542831	0.09952567	-0.031354703	-0.0055892123	0.08880463	0.039396446	0.059674572	0.021903876	-0.009696254	0.01330352	0.09159374
-0.051056396	0.016275536	0.11364334	0.03958909	0.008987195	0.032082472	0.064685374	-0.022272568	0.024658881	0.04661331	0.018832374	0.044628408	0.0024723667	0.06284843	-0.025197143	0.054128647
0.049425762	-0.057220973	0.14101969	0.04543056	-0.1255848	0.07627126	0.13225892	-0.0017089179	0.0462652	-0.0012128686	-0.06667697	0.11339785	0.012383102	-0.07693298	-0.048842024	0.11245478
0.018380953	-0.020600362	0.11361226	0.08012464	-0.036380935	-0.019521264	0.073636465	0.04220943	0.044071123	0.032101482	-0.031972434	0.12305746	0.014932269	-0.0022551196	-0.041202165	0.0883639
0.0055094133	-0.016987119	0.10470997	0.033014152	-0.07634728	0.037400756	0.06509287	-0.014382106	0.099659026	0.060242217	-0.03250201	-0.017464744	-0.06764776	-0.025766214	0.01483992	0.1220654
-0.007566841	-0.101970725	0.10793029	0.07456035	-0.06709111	0.05852168	0.05335906	-0.002704055	0.04750247	-0.06371818	0.053886607	-0.021672074	0.026560359	0.025759554	0.045747094	0.06116827
-0.042113792	0.022547385	0.07671654	0.05171606	-0.09625179	0.072582446	0.017147528	0.019915754	0.01986152	0.012924296	0.06502699	0.016362097	-0.013756701	0.051189452	0.024388941	0.033145312
0.10008059	0.02203608	0.12920895	0.005088456	-0.16671564	0.07262252	0.009798516	0.027406331	0.063388444	-0.004560723	0.07225545	-0.0313852	-0.06568222	0.013852348	-0.031992078	0.08466622
-0.065277606	0.015120618	0.064555496	0.037564926	-0.04191182	0.013926465	0.119784184	-0.026004912	0.021368016	0.0826319	-0.10457596	0.0337946	-0.05480139	-0.058513444	-0.009097238	0.015764644
0.040482752	-0.065390095	0.06011473	-0.025807258	-0.061762866	0.012726426	0.120191865	0.04590676	0.019768476	0.050523058	-0.13697675	0.06302128	-0.02662994	0.08308209	0.0077317115	0.14019476
-0.027654776	-0.035953954	0.10310589	0.08530436	-0.06541303	-0.02681977	0.055256043	0.02470191	0.06682523	0.027165692	-0.051900003	0.08351322	0.029196534	-0.07986447	0.024416711	0.053392302
0.0013677385	0.08197821	0.1818488	-0.05601133	-0.09402528	0.040431462	0.055133954	-0.01284348	-0.058748234	-0.013301367	0.044745833	0.007952554	0.010053865	-0.05782415	-0.048768975	-0.0243501
-0.049573667	0.0730214	0.20173937	0.036989275	-0.07755801	-0.04999973	0.09374965	-0.052047074	0.013433073	-0.02810797	-0.088708706	0.03483361	-0.01372698	-0.022671595	0.030829832	0.08445246
-0.008548385	0.079581775	0.12097881	-0.021618446	-0.043984976	0.06397878	0.047553565	0.07270801	0.052563332	0.029875241	0.019961733	0.04567687	-0.07048495	0.004774224	-0.0030793312	0.13995273
0.0013425973	0.025581438	0.106589586	0.008483416	-0.18649223	0.018883372	0.019339513	0.023483071	0.05772306	-0.04829649	0.019792268	-0.003581731	0.07971148	0.10603331	0.024620973	0.051423866
-0.05433323	0.02692602	0.07260021	-0.09754601	-0.030639142	0.059620585	0.11933012	0.0027448225	0.012211913	-0.067833535	0.032575227	-0.013556501	-0.04267142	-0.011865568	0.053380527	0.118560776
0.00089853	0.052352786	0.07361213	0.07464202	0.008169541	-0.06787118	0.08553404	-0.072032705	0.14533316	-0.021525161	-0.035343617	-0.020954497	-0.04188703	0.029337423	-0.05254592	0.10464672
0.09171529	0.0018756413	-0.079778165	0.107969694	-0.041710958	0.017849516	0.07612974	0.037359923	0.0133956205	0.106954604	-0.051613644	0.0057813176	-0.072162144	0.014193745	-0.074447535	0.1828974
-0.097715214	-0.06648426	0.045862082	0.041144274	-0.1006344	0.03775432	0.058781743	-0.040818907	0.0063574575	-0.06590562	0.023067683	0.109150805	-0.01985237	-0.0042368686	0.06952224	-0.07742382
-0.012370552	0.033715624	0.13075067	-0.013547861	0.07058461	0.012606632	0.14115562	0.03984127	0.031353284	-0.008577268	-0.02527024	0.047513243	-0.016317075	0.03042327	0.087708496	0.082844526
-0.033059716	0.011034784	-0.056160543	0.14554016	-0.04383098	-0.007899672	0.05844295	0.008153215	0.0190961	0.008496125	-0.012362192	0.039572343	-0.087972045	-0.045764875	0.006863727	0.14331423
0.069425926	0.07405803	0.13804208	0.080690145	-0.031222725	-0.034152932	-0.04957192	-0.07338699	0.026806029	0.00835232	-0.08859615	-0.031657815	-0.025249796	0.07475547	-0.04146811	-0.0061234725
